,Unnamed: 0,year,over_start_bowler_balls_bowled,over_start_bowler_wickets_taken,over_start_bowler_runs_given,over_start_batsman_on_strike_fours,over_start_batsman_on_strike_sixers,over_start_batsman_off_strike_balls_faced,over_start_batsman_on_strike_balls_faced,over_start_batsman_offstrike_runs,over_start_batsman_onstrike_runs,innings,match_num,country,target,req_run_rate,over_start_run_rate,over_start_total_score,over_start_total_wickets_fallen,over,Bowler,batter_onStrike,batter_offstrike,wickets_fallen,sixers,fours,total_runs,bat_on_str_Ave,bat_on_str_SR,bat_on_str_100,bat_on_str_50,bat_on_str_0,bat_on_str_4s,bat_on_str_6s,bat_on_str_Mat,bat_on_str_Inns,bat_on_str_NO,bat_on_str_Runs,bat_on_str_HS,bat_on_str_BF,bowler_Mat,bowler_Inns,bowler_Overs,bowler_Mdns,bowler_Runs,bowler_Wkts,bowler_Ave,bowler_Econ,bowler_SR,bowler_4w,bowler_5w,bat_off_str_Ave,bat_off_str_SR,bat_off_str_100,bat_off_str_50,bat_off_str_0,bat_off_str_4s,bat_off_str_6s,bat_off_str_Mat,bat_off_str_Inns,bat_off_str_NO,bat_off_str_Runs,bat_off_str_HS,bat_off_str_BF,date
758,758,['2021-12-13'],20,2,37,2,1,0,15,0,21,2,1448,West Indies,201,33.5,7.444444444,134,8,18,Mohammad Wasim,R Shepherd,AJ Hosein,2,0,0,3,,,,,,,,6.0,,,,,,,,,,,,,,,,,,52.94,0,0,0,0,0,11.0,4,4,9,6,17,2021-12-13
764,764,['2021-12-16'],0,0,0,1,0,18,13,37,12,1,1450,West Indies,210,10.0,10.2,51,0,5,Mohammad Wasim,SSJ Brooks,BA King,1,2,0,15,7.5,78.94,0,0,0,1,1,2.0,2,0,15,10,19,,,,,,,,,,,,18.41,138.99,0,1,1,26,8,13.0,12,0,221,67,159,2021-12-16
770,770,['2021-12-16'],6,1,15,0,2,3,12,1,19,1,1450,West Indies,210,9.0,10.36363636,114,2,11,Mohammad Wasim,N Pooran,DM Bravo,0,1,0,10,22.31,125.36,0,3,2,58,45,48.0,41,6,781,62,623,,,,,,,,,,,,19.16,106.48,0,0,3,28,13,21.0,19,1,345,43,324,2021-12-16
776,776,['2021-12-16'],12,1,25,1,5,21,35,26,52,1,1450,West Indies,210,12.0,10.52941176,179,2,17,Mohammad Wasim,N Pooran,DM Bravo,1,1,1,15,22.31,125.36,0,3,2,58,45,48.0,41,6,781,62,623,,,,,,,,,,,,19.16,106.48,0,0,3,28,13,21.0,19,1,345,43,324,2021-12-16
778,778,['2021-12-16'],19,2,40,3,0,4,25,4,31,1,1450,West Indies,210,12.0,10.63157895,202,3,19,Mohammad Wasim,DM Bravo,R Powell,0,0,0,5,19.16,106.48,0,0,3,28,13,21.0,19,1,345,43,324,,,,,,,,,,,,17.66,119.29,0,2,2,30,16,32.0,24,3,371,54,311,2021-12-16
779,779,['2021-12-16'],0,0,0,0,0,0,0,0,0,2,1450,Pakistan,208,10.4,0.0,0,0,0,G Motie,Mohammad Rizwan,Babar Azam,0,0,0,2,50.06,126.59,1,12,3,140,44,54.0,43,12,1552,104,1226,,,,,,,,,,,,44.57,128.59,1,24,3,263,38,72.0,67,10,2541,122,1976,2021-12-16
781,781,['2021-12-16'],6,0,2,1,0,5,7,11,8,2,1450,Pakistan,208,10.5,9.5,19,0,2,G Motie,Babar Azam,Mohammad Rizwan,0,1,1,11,44.57,128.59,1,24,3,263,38,72.0,67,10,2541,122,1976,,,,,,,,,,,,50.06,126.59,1,12,3,140,44,54.0,43,12,1552,104,1226,2021-12-16
783,783,['2021-12-16'],12,0,13,3,2,14,11,14,26,2,1450,Pakistan,208,10.4375,10.25,41,0,4,G Motie,Mohammad Rizwan,Babar Azam,0,0,2,13,50.06,126.59,1,12,3,140,44,54.0,43,12,1552,104,1226,,,,,,,,,,,,44.57,128.59,1,24,3,263,38,72.0,67,10,2541,122,1976,2021-12-16
785,785,['2021-12-16'],18,0,26,4,0,16,21,32,27,2,1450,Pakistan,208,10.57142857,10.0,60,0,6,G Motie,Babar Azam,Mohammad Rizwan,0,0,0,3,44.57,128.59,1,24,3,263,38,72.0,67,10,2541,122,1976,,,,,,,,,,,,50.06,126.59,1,12,3,140,44,54.0,43,12,1552,104,1226,2021-12-16
912,912,['2021-06-26'],19,2,28,0,0,2,2,0,0,2,1174,Sri Lanka,181,19.5,4.571428571,64,7,14,DJ Willey,I Udana,B Fernando,1,0,0,3,21.25,141.66,0,1,2,16,14,32.0,23,11,255,84,180,29.0,29,96.5,0,778,34,22.88,8.03,17,1,0,,66.66,0,0,0,1,0,3.0,1,1,8,8,12,2021-06-26
913,913,['2021-06-26'],19,1,9,0,0,2,4,0,1,2,1174,Sri Lanka,181,22.8,4.466666667,67,8,15,CJ Jordan,B Fernando,PADLR Sandakan,0,0,0,4,,66.66,0,0,0,1,0,3.0,1,1,8,8,12,62.0,61,218.5,1,1929,72,26.79,8.81,18.2,2,0,6.66,74.07,0,0,0,2,0,19.0,6,3,20,10,27,2021-06-26
914,914,['2021-06-26'],0,0,0,0,0,8,5,0,4,2,1174,Sri Lanka,181,27.5,4.4375,71,8,16,AU Rashid,B Fernando,PADLR Sandakan,0,0,1,9,,66.66,0,0,0,1,0,3.0,1,1,8,8,12,59.0,56,202,2,1505,59,25.5,7.45,20.5,0,0,6.66,74.07,0,0,0,2,0,19.0,6,3,20,10,27,2021-06-26
915,915,['2021-06-26'],0,0,0,1,0,8,11,0,13,2,1174,Sri Lanka,181,33.66666667,4.705882353,80,8,17,LS Livingstone,B Fernando,PADLR Sandakan,1,1,0,8,,66.66,0,0,0,1,0,3.0,1,1,8,8,12,4.0,2,4,0,19,1,19,4.75,24,0,0,6.66,74.07,0,0,0,2,0,19.0,6,3,20,10,27,2021-06-26
938,938,['2021-06-29'],0,0,0,0,1,1,5,1,10,2,1179,West Indies,168,8.263157895,11.0,11,0,1,AK Markram,E Lewis,LMP Simmons,0,0,0,9,31.79,157.58,2,7,3,77,85,37.0,36,2,1081,125,686,6.0,,,,,,,,,,,26.85,123.96,0,8,6,116,55,57.0,56,9,1262,91,1018,2021-06-29
946,946,['2021-06-29'],8,0,9,0,1,7,4,8,9,2,1179,West Indies,168,8.636363636,8.111111111,73,2,9,AK Markram,SO Hetmyer,JO Holder,0,2,0,16,18.95,116.97,0,1,3,24,20,27.0,23,3,379,56,324,6.0,,,,,,,,,,,16.63,117.3,0,0,2,11,9,22.0,15,4,183,29,156,2021-06-29
957,957,['2021-07-31'],0,0,0,0,0,0,0,0,0,1,1208,Pakistan,210,10.0,0.0,0,0,0,AJ Hosein,Sharjeel Khan,Mohammad Rizwan,0,0,0,5,22.7,133.56,0,2,0,51,14,18.0,17,0,386,59,289,3.0,2,4,0,48,0,,12,,0,0,48.52,129.15,1,8,3,94,28,40.0,31,10,1019,104,789,2021-07-31
959,959,['2021-07-31'],6,0,5,0,0,10,2,11,2,1,1208,Pakistan,210,10.0,6.5,13,0,2,AJ Hosein,Mohammad Rizwan,Sharjeel Khan,0,2,0,15,48.52,129.15,1,8,3,94,28,40.0,31,10,1019,104,789,3.0,2,4,0,48,0,,12,,0,0,22.7,133.56,0,2,0,51,14,18.0,17,0,386,59,289,2021-07-31
965,965,['2021-07-31'],13,0,20,2,0,23,11,33,12,1,1208,Pakistan,210,9.0,8.75,70,1,8,AJ Hosein,Babar Azam,Mohammad Rizwan,0,0,0,6,46.8,130.72,1,19,2,227,31,58.0,55,9,2153,122,1647,3.0,2,4,0,48,0,,12,,0,0,48.52,129.15,1,8,3,94,28,40.0,31,10,1019,104,789,2021-07-31
967,967,['2021-07-31'],19,0,26,2,2,20,26,24,36,1,1208,Pakistan,210,9.0,8.5,85,1,10,AJ Hosein,Mohammad Rizwan,Babar Azam,0,0,0,4,48.52,129.15,1,8,3,94,28,40.0,31,10,1019,104,789,3.0,2,4,0,48,0,,12,,0,0,46.8,130.72,1,19,2,227,31,58.0,55,9,2153,122,1647,2021-07-31
976,976,['2021-07-31'],18,2,18,0,0,1,0,0,0,1,1208,Pakistan,210,10.0,7.894736842,150,7,19,DJ Bravo,Shadab Khan,Mohammad Wasim,1,0,0,7,15.78,127.01,0,0,3,13,12,50.0,21,7,221,42,174,83.0,72,230.5,0,1875,74,25.33,8.12,18.7,3,0,,,,,,,,,,,,,,2021-07-31
986,986,['2021-07-31'],0,0,0,0,0,26,7,24,6,2,1208,West Indies,158,9.818181818,5.555555556,50,2,9,Mohammad Wasim,SO Hetmyer,E Lewis,0,1,0,9,20.07,117.83,0,2,3,29,28,34.0,29,3,522,61,443,,,,,,,,,,,,31.29,160.17,2,9,4,93,101,44.0,43,2,1283,125,801,2021-07-31
988,988,['2021-07-31'],6,0,9,1,0,31,14,32,14,2,1208,West Indies,158,10.22222222,6.0,66,2,11,Mohammad Wasim,SO Hetmyer,E Lewis,1,0,0,5,20.07,117.83,0,2,3,29,28,34.0,29,3,522,61,443,,,,,,,,,,,,31.29,160.17,2,9,4,93,101,44.0,43,2,1283,125,801,2021-07-31
992,992,['2021-07-31'],12,1,14,0,0,13,5,6,5,2,1208,West Indies,158,14.8,5.6,84,4,15,Mohammad Wasim,KA Pollard,N Pooran,0,2,1,18,24.81,138.57,0,6,2,80,93,85.0,70,15,1365,75,985,,,,,,,,,,,,20.42,119.66,0,2,2,42,31,38.0,33,5,572,58,478,2021-07-31
1111,1111,['2021-10-29'],6,0,5,0,0,10,0,4,0,1,1375,West Indies,210,8.0,4.0,12,1,3,Taskin Ahmed,RL Chase,CH Gayle,0,0,0,5,,,,,,,,,,,,,,27.0,25,82.1,2,672,18,37.33,8.17,27.3,0,0,28.9,138.46,2,14,4,158,122,76.0,72,7,1879,117,1357,2021-10-29
1112,1112,['2021-10-29'],7,0,4,0,0,10,6,4,5,1,1375,West Indies,210,8.0,4.25,17,1,4,Mahedi Hasan,RL Chase,CH Gayle,1,0,0,4,,,,,,,,,,,,,,23.0,23,76,0,520,20,26,6.84,22.8,0,0,28.9,138.46,2,14,4,158,122,76.0,72,7,1879,117,1357,2021-10-29
1113,1113,['2021-10-29'],0,0,0,0,0,9,2,7,1,1,1375,West Indies,210,8.0,4.2,21,2,5,Shoriful Islam,SO Hetmyer,RL Chase,0,0,1,8,18.93,116.31,0,2,3,32,28,39.0,32,3,549,61,472,12.0,12,40.1,0,321,18,17.83,7.99,13.3,0,0,,,,,,,,,,,,,,2021-10-29
1114,1114,['2021-10-29'],13,1,8,0,0,5,12,8,8,1,1375,West Indies,210,9.0,4.833333333,29,2,6,Mahedi Hasan,RL Chase,SO Hetmyer,1,0,0,4,,,,,,,,,,,,,,23.0,23,76,0,520,20,26,6.84,22.8,0,0,18.93,116.31,0,2,3,32,28,39.0,32,3,549,61,472,2021-10-29
1115,1115,['2021-10-29'],12,0,10,0,0,0,16,0,11,1,1375,West Indies,210,9.0,4.714285714,33,3,7,Taskin Ahmed,RL Chase,KA Pollard,0,0,0,6,,,,,,,,,,,,,,27.0,25,82.1,2,672,18,37.33,8.17,27.3,0,0,24.31,136.49,0,6,2,82,94,90.0,73,15,1410,75,1033,2021-10-29
1116,1116,['2021-10-29'],6,0,8,0,0,19,3,14,1,1,1375,West Indies,210,9.0,4.875,39,3,8,Shoriful Islam,KA Pollard,RL Chase,0,0,0,5,24.31,136.49,0,6,2,82,94,90.0,73,15,1410,75,1033,12.0,12,40.1,0,321,18,17.83,7.99,13.3,0,0,,,,,,,,,,,,,,2021-10-29
1117,1117,['2021-10-29'],0,0,0,0,0,6,23,2,17,1,1375,West Indies,210,9.0,4.888888889,44,3,9,Shakib Al Hasan,RL Chase,KA Pollard,0,0,0,4,,,,,,,,,,,,,,93.0,92,343.3,3,2288,117,19.55,6.66,17.6,5,1,24.31,136.49,0,6,2,82,94,90.0,73,15,1410,75,1033,2021-10-29
1118,1118,['2021-10-29'],6,1,3,0,0,26,9,19,3,1,1375,West Indies,210,9.0,4.8,48,3,10,Mustafizur Rahman,KA Pollard,RL Chase,0,0,1,8,24.31,136.49,0,6,2,82,94,90.0,73,15,1410,75,1033,57.0,57,207.3,6,1565,82,19.08,7.54,15.1,3,1,,,,,,,,,,,,,,2021-10-29
1119,1119,['2021-10-29'],6,0,4,0,0,31,11,24,5,1,1375,West Indies,210,9.0,5.090909091,56,3,11,Shakib Al Hasan,KA Pollard,RL Chase,0,0,0,5,24.31,136.49,0,6,2,82,94,90.0,73,15,1410,75,1033,93.0,92,343.3,3,2288,117,19.55,6.66,17.6,5,1,,,,,,,,,,,,,,2021-10-29
1120,1120,['2021-10-29'],18,0,16,0,0,34,14,26,7,1,1375,West Indies,210,9.0,5.083333333,61,3,12,Taskin Ahmed,KA Pollard,RL Chase,1,0,0,3,24.31,136.49,0,6,2,82,94,90.0,73,15,1410,75,1033,27.0,25,82.1,2,672,18,37.33,8.17,27.3,0,0,,,,,,,,,,,,,,2021-10-29
1121,1121,['2021-10-29'],12,0,9,0,0,36,1,27,1,1,1375,West Indies,210,8.0,4.923076923,64,4,13,Shakib Al Hasan,N Pooran,RL Chase,0,0,0,6,21.56,122.77,0,3,2,48,37,43.0,36,6,647,62,527,93.0,92,343.3,3,2288,117,19.55,6.66,17.6,5,1,,,,,,,,,,,,,,2021-10-29
1122,1122,['2021-10-29'],13,1,11,0,0,38,6,29,4,1,1375,West Indies,210,8.0,5.0,70,4,14,Mustafizur Rahman,N Pooran,RL Chase,0,0,2,14,21.56,122.77,0,3,2,48,37,43.0,36,6,647,62,527,57.0,57,207.3,6,1565,82,19.08,7.54,15.1,3,1,,,,,,,,,,,,,,2021-10-29
1123,1123,['2021-10-29'],19,0,15,1,0,40,11,34,12,1,1375,West Indies,210,12.0,5.6,84,4,15,Shakib Al Hasan,N Pooran,RL Chase,0,2,0,15,21.56,122.77,0,3,2,48,37,43.0,36,6,647,62,527,93.0,92,343.3,3,2288,117,19.55,6.66,17.6,5,1,,,,,,,,,,,,,,2021-10-29
1124,1124,['2021-10-29'],13,0,13,2,0,15,43,25,35,1,1375,West Indies,210,12.0,6.1875,99,4,16,Shoriful Islam,RL Chase,N Pooran,0,0,0,4,,,,,,,,,,,,,,12.0,12,40.1,0,321,18,17.83,7.99,13.3,0,0,21.56,122.77,0,3,2,48,37,43.0,36,6,647,62,527,2021-10-29
1125,1125,['2021-10-29'],19,2,12,1,2,46,18,38,26,1,1375,West Indies,210,12.0,6.058823529,103,4,17,Mahedi Hasan,N Pooran,RL Chase,0,2,0,16,21.56,122.77,0,3,2,48,37,43.0,36,6,647,62,527,23.0,23,76,0,520,20,26,6.84,22.8,0,0,,,,,,,,,,,,,,2021-10-29
1126,1126,['2021-10-29'],19,0,17,1,4,47,24,39,40,1,1375,West Indies,210,12.0,6.611111111,119,4,18,Shoriful Islam,N Pooran,RL Chase,2,0,0,4,21.56,122.77,0,3,2,48,37,43.0,36,6,647,62,527,12.0,12,40.1,0,321,18,17.83,7.99,13.3,0,0,,,,,,,,,,,,,,2021-10-29
1153,1153,['2021-08-06'],0,0,0,1,0,12,6,8,7,1,1216,Bangladesh,210,8.0,4.0,20,2,5,NT Ellis,Shakib Al Hasan,Mahmudullah,0,0,1,8,23.8,124.42,0,9,5,173,35,81.0,80,10,1666,84,1339,,,,,,,,,,,,23.23,122.29,0,4,3,125,50,94.0,86,18,1580,64,1292,2021-08-06
1158,1158,['2021-08-06'],6,0,8,1,0,8,24,9,18,1,1216,Bangladesh,210,9.0,6.0,60,3,10,NT Ellis,Mahmudullah,Afif Hossain,0,0,1,11,23.23,122.29,0,4,3,125,50,94.0,86,18,1580,64,1292,,,,,,,,,,,,17.73,124.29,0,1,2,25,8,20.0,16,1,266,52,214,2021-08-06
1165,1165,['2021-08-06'],12,0,19,1,0,5,42,2,34,1,1216,Bangladesh,210,12.0,6.117647059,104,6,17,NT Ellis,Mahmudullah,Mahedi Hasan,0,0,1,10,23.23,122.29,0,4,3,125,50,94.0,86,18,1580,64,1292,,,,,,,,,,,,12.83,95.06,0,0,2,3,3,11.0,8,2,77,23,81,2021-08-06
1167,1167,['2021-08-06'],18,0,29,0,0,52,8,48,5,1,1216,Bangladesh,210,12.0,6.421052632,122,6,19,NT Ellis,Mahedi Hasan,Mahmudullah,3,0,1,5,12.83,95.06,0,0,2,3,3,11.0,8,2,77,23,81,,,,,,,,,,,,23.23,122.29,0,4,3,125,50,94.0,86,18,1580,64,1292,2021-08-06
1218,1218,['2021-06-26'],0,0,0,0,0,29,12,56,4,2,1176,West Indies,161,6.8,9.3,93,1,10,RR Hendricks,CH Gayle,E Lewis,0,3,0,21,31.24,140.81,2,13,4,141,106,61.0,57,4,1656,117,1176,28.0,,,,,,,,,,,30.9,155.74,2,6,3,70,77,35.0,34,2,989,125,635,2021-06-26
1224,1224,['2022-01-26'],0,0,0,0,0,1,5,1,2,1,1455,West Indies,210,10.0,3.0,3,0,1,GHS Garton,BA King,SD Hope,1,0,2,9,22.57,137.39,0,2,2,37,11,16.0,15,1,316,67,230,,,,,,,,,,,,19.46,121.16,0,2,1,30,10,17.0,15,0,292,55,241,2022-01-26
1226,1226,['2022-01-26'],6,1,9,0,0,2,6,2,3,1,1455,West Indies,210,8.0,5.0,15,1,3,GHS Garton,N Pooran,SD Hope,0,2,1,19,24.21,126.01,0,4,2,65,52,51.0,44,7,896,64,711,,,,,,,,,,,,19.46,121.16,0,2,1,30,10,17.0,15,0,292,55,241,2022-01-26
1234,1234,['2022-01-26'],13,1,28,1,4,27,26,40,44,1,1455,West Indies,210,9.0,9.181818182,101,2,11,GHS Garton,R Powell,N Pooran,0,1,0,10,17.95,118.92,0,2,2,30,16,33.0,25,4,377,54,317,,,,,,,,,,,,24.21,126.01,0,4,2,65,52,51.0,44,7,896,64,711,2022-01-26
1240,1240,['2022-01-26'],19,1,38,3,7,4,42,10,78,1,1455,West Indies,210,12.0,10.58823529,180,3,17,GHS Garton,R Powell,R Shepherd,0,2,1,19,17.95,118.92,0,2,2,30,16,33.0,25,4,377,54,317,,,,,,,,,,,,100,158.73,0,0,0,5,8,11.0,3,2,100,44,63,2022-01-26
1255,1255,['2022-01-26'],20,1,22,3,5,0,37,0,67,2,1455,England,225,12.75,10.25,123,4,12,KA Pollard,T Banton,PD Salt,1,1,0,9,21.27,140.96,0,1,0,23,10,11.0,11,0,234,71,166,95.0,59,131.4,0,1105,39,28.33,8.39,20.2,1,0,,,,,,,,,,,,,,2022-01-26
1256,1256,['2022-01-26'],13,0,23,0,0,0,3,0,3,2,1455,England,225,13.28571429,10.15384615,132,5,13,JO Holder,HC Brook,PD Salt,0,0,0,8,,,,,,,,,,,,,,32.0,29,104.5,1,822,29,28.34,7.84,21.6,2,0,,,,,,,,,,,,,,2022-01-26
1257,1257,['2022-01-26'],12,1,25,0,0,5,4,5,6,2,1455,England,225,14.16666667,10.0,140,5,14,AJ Hosein,PD Salt,HC Brook,0,1,0,11,,,,,,,,,,,,,,15.0,12,41,0,270,9,30,6.58,27.3,0,0,,,,,,,,,,,,,,2022-01-26
1258,1258,['2022-01-26'],14,2,31,0,1,7,8,7,15,2,1455,England,225,14.8,10.06666667,151,5,15,R Shepherd,PD Salt,HC Brook,0,1,0,11,,,,,,,,,,,,,,11.0,8,26.5,0,289,8,36.12,10.77,20.1,0,0,,,,,,,,,,,,,,2022-01-26
1259,1259,['2022-01-26'],13,0,13,0,2,9,12,9,24,2,1455,England,225,15.75,10.125,162,5,16,SS Cottrell,PD Salt,HC Brook,0,1,1,12,,,,,,,,,,,,,,36.0,35,124.1,3,973,45,21.62,7.83,16.5,1,0,,,,,,,,,,,,,,2022-01-26
1260,1260,['2022-01-26'],19,0,31,0,0,15,12,35,10,2,1455,England,225,17.0,10.23529412,174,5,17,JO Holder,HC Brook,PD Salt,1,0,2,10,,,,,,,,,,,,,,32.0,29,104.5,1,822,29,28.34,7.84,21.6,2,0,,,,,,,,,,,,,,2022-01-26
1261,1261,['2022-01-26'],19,0,25,0,0,19,1,44,1,2,1455,England,225,20.5,10.22222222,184,6,18,SS Cottrell,GHS Garton,PD Salt,2,0,0,3,,,,,,,,,,,,,,36.0,35,124.1,3,973,45,21.62,7.83,16.5,1,0,,,,,,,,,,,,,,2022-01-26
1262,1262,['2022-01-26'],20,2,42,0,0,21,0,45,0,2,1455,England,225,38.0,9.842105263,187,8,19,R Shepherd,TS Mills,PD Salt,1,2,0,17,0,0,0,0,1,0,0,10.0,2,1,0,0,2,11.0,8,26.5,0,289,8,36.12,10.77,20.1,0,0,,,,,,,,,,,,,,2022-01-26
1296,1296,['2021-11-19'],0,0,0,0,0,0,0,0,0,1,1439,Bangladesh,210,10.0,0.0,0,0,0,Mohammad Nawaz,Mohammad Naim,Saif Hassan,0,0,0,2,26.57,107.05,0,4,2,71,15,29.0,29,1,744,81,695,24.0,24,77,1,544,20,27.2,7.06,23.1,0,0,,,,,,,,,,,,,,2021-11-19
1297,1297,['2021-11-19'],0,0,0,0,0,5,2,0,1,1,1439,Bangladesh,210,10.0,2.0,2,0,1,Hasan Ali,Mohammad Naim,Saif Hassan,1,0,0,5,26.57,107.05,0,4,2,71,15,29.0,29,1,744,81,695,47.0,46,159.1,5,1337,57,23.45,8.4,16.7,1,0,,,,,,,,,,,,,,2021-11-19
1298,1298,['2021-11-19'],0,0,0,0,0,8,3,1,2,1,1439,Bangladesh,210,8.0,3.5,7,1,2,Mohammad Wasim,Nazmul Hossain Shanto,Saif Hassan,1,0,0,3,8,104.34,0,0,0,2,0,3.0,3,0,24,11,23,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-19
1300,1300,['2021-11-19'],6,1,3,0,0,12,1,6,1,1,1439,Bangladesh,210,8.0,3.0,12,2,4,Mohammad Wasim,Afif Hossain,Nazmul Hossain Shanto,1,0,0,4,15.81,121.3,0,1,5,35,14,36.0,31,4,427,52,352,,,,,,,,,,,,8,104.34,0,0,0,2,0,3.0,3,0,24,11,23,2021-11-19
1309,1309,['2021-11-19'],12,2,7,0,0,7,1,4,1,1,1439,Bangladesh,210,8.0,4.769230769,62,5,13,Mohammad Wasim,Mahedi Hasan,Nurul Hasan,0,0,0,5,12.35,100.58,0,0,4,11,6,26.0,18,4,173,27,172,,,,,,,,,,,,12.12,111.49,0,0,3,16,2,27.0,23,7,194,30,174,2021-11-19
1311,1311,['2021-11-19'],19,2,12,0,1,8,13,7,15,1,1439,Bangladesh,210,12.0,5.333333333,80,5,15,Mohammad Wasim,Nurul Hasan,Mahedi Hasan,0,1,0,12,12.12,111.49,0,0,3,16,2,27.0,23,7,194,30,174,,,,,,,,,,,,12.35,100.58,0,0,4,11,6,26.0,18,4,173,27,172,2021-11-19
1355,1355,['2021-07-16'],18,0,37,1,3,0,7,0,26,1,1191,Pakistan,210,12.0,11.63157895,221,4,19,S Mahmood,Fakhar Zaman,Azam Khan,2,0,1,11,22.04,135.04,0,5,3,107,30,46.0,44,1,948,91,702,6.0,5,18,0,190,3,63.33,10.55,36,0,0,,,,,,,,,,,,,,2021-07-16
1375,1375,['2021-07-16'],19,2,30,0,0,2,0,0,0,2,1191,England,233,32.0,10.57894737,201,9,19,Shaheen Shah Afridi,MW Parkinson,S Mahmood,1,0,0,0,,,,,,,,2.0,,,,,,25.0,25,93.1,1,739,27,27.37,7.93,20.7,0,0,7,100,0,0,0,1,0,6.0,2,1,7,4,7,2021-07-16
1378,1378,['2021-09-10'],0,0,0,0,0,8,4,7,2,1,1265,South Africa,210,10.0,4.5,9,0,2,M Theekshana,RR Hendricks,Q de Kock,0,0,3,14,26.69,122.87,0,6,2,104,14,33.0,33,0,881,74,717,,,,,,,,,,,,32.75,138,0,9,3,162,64,54.0,54,5,1605,79,1163,2021-09-10
1382,1382,['2021-09-10'],6,0,14,3,1,19,17,21,26,1,1265,South Africa,210,11.0,7.833333333,47,0,6,M Theekshana,RR Hendricks,Q de Kock,0,0,0,7,26.69,122.87,0,6,2,104,14,33.0,33,0,881,74,717,,,,,,,,,,,,32.75,138,0,9,3,162,64,54.0,54,5,1605,79,1163,2021-09-10
1384,1384,['2021-09-10'],12,0,21,2,1,23,25,32,26,1,1265,South Africa,210,11.0,7.25,58,0,8,M Theekshana,Q de Kock,RR Hendricks,0,0,1,11,32.75,138,0,9,3,162,64,54.0,54,5,1605,79,1163,,,,,,,,,,,,26.69,122.87,0,6,2,104,14,33.0,33,0,881,74,717,2021-09-10
1388,1388,['2021-09-10'],18,0,32,0,0,1,9,1,9,1,1265,South Africa,210,9.0,7.0,84,2,12,M Theekshana,AK Markram,H Klaasen,1,0,0,3,32.45,150.63,0,4,0,32,17,12.0,11,0,357,70,237,,,,,,,,,,,,24.11,145.15,0,3,1,30,21,23.0,23,5,434,69,299,2021-09-10
1402,1402,['2021-09-10'],0,0,0,0,0,23,0,18,0,2,1265,Sri Lanka,164,9.285714286,5.666666667,34,1,6,KA Maharaj,PBB Rajapaksa,LD Chandimal,1,0,0,2,28,130.84,0,1,0,8,9,7.0,6,1,140,77,107,,,,,,,,,,,,19.28,104.7,0,5,0,76,17,57.0,50,5,868,58,829,2021-09-10
1404,1404,['2021-09-10'],8,1,2,0,0,26,10,25,1,2,1265,Sri Lanka,164,10.0,5.5,44,2,8,KA Maharaj,KIC Asalanka,LD Chandimal,0,0,0,3,44,169.23,0,0,0,3,3,1.0,1,0,44,44,26,,,,,,,,,,,,19.28,104.7,0,5,0,76,17,57.0,50,5,868,58,829,2021-09-10
1406,1406,['2021-09-10'],14,1,5,2,2,17,31,4,34,2,1265,Sri Lanka,164,10.7,5.7,57,2,10,KA Maharaj,LD Chandimal,KIC Asalanka,0,0,1,11,19.28,104.7,0,5,0,76,17,57.0,50,5,868,58,829,,,,,,,,,,,,44,169.23,0,0,0,3,3,1.0,1,0,44,44,26,2021-09-10
1408,1408,['2021-09-10'],21,1,16,3,2,4,35,9,41,2,1265,Sri Lanka,164,10.75,6.5,78,3,12,KA Maharaj,LD Chandimal,MD Shanaka,0,0,0,4,19.28,104.7,0,5,0,76,17,57.0,50,5,868,58,829,,,,,,,,,,,,15.75,107.38,0,2,7,36,29,46.0,44,8,567,54,528,2021-09-10
1419,1419,['2021-09-08'],6,0,10,0,0,2,3,0,4,1,1260,New Zealand,210,8.0,5.333333333,16,2,3,Shakib Al Hasan,TWM Latham,WA Young,0,0,0,1,20.91,104.58,0,1,0,19,3,16.0,13,1,251,65,240,87.0,86,321.3,3,2168,106,20.45,6.74,18.1,4,1,,,,,,,,,,,,,,2021-09-08
1420,1420,['2021-09-08'],0,0,0,0,0,4,7,0,5,1,1260,New Zealand,210,8.0,4.25,17,2,4,Mahedi Hasan,TWM Latham,WA Young,0,0,0,2,20.91,104.58,0,1,0,19,3,16.0,13,1,251,65,240,17.0,17,54,0,395,14,28.21,7.31,23.1,0,0,,,,,,,,,,,,,,2021-09-08
1421,1421,['2021-09-08'],0,0,0,0,0,11,6,6,1,1,1260,New Zealand,210,8.0,3.8,19,2,5,Mustafizur Rahman,WA Young,TWM Latham,0,0,0,3,,,,,,,,,,,,,,51.0,51,186,5,1406,72,19.52,7.55,15.5,1,1,20.91,104.58,0,1,0,19,3,16.0,13,1,251,65,240,2021-09-08
1422,1422,['2021-09-08'],6,0,2,0,0,12,11,7,3,1,1260,New Zealand,210,9.0,3.666666667,22,2,6,Mahedi Hasan,WA Young,TWM Latham,0,0,1,8,,,,,,,,,,,,,,17.0,17,54,0,395,14,28.21,7.31,23.1,0,0,20.91,104.58,0,1,0,19,3,16.0,13,1,251,65,240,2021-09-08
1423,1423,['2021-09-08'],0,0,0,1,0,12,17,4,14,1,1260,New Zealand,210,9.0,4.285714286,30,2,7,Mohammad Saifuddin,TWM Latham,WA Young,0,0,0,5,20.91,104.58,0,1,0,19,3,16.0,13,1,251,65,240,24.0,24,82,0,705,25,28.2,8.59,19.6,1,0,,,,,,,,,,,,,,2021-09-08
